symbol,entry_price,exit_price,quantity,pnl,timestamp
NIFTY_24300_PE,0,10.0,50,500.0,2025-11-29 17:06:01.741174
NIFTY_24350_PE,0,10.0,50,500.0,2025-11-29 17:06:01.741515
NIFTY_24650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.741906
NIFTY_24350_PE,0,10.0,50,500.0,2025-11-29 17:06:01.742386
NIFTY_24650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.742825
NIFTY_24650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.743408
NIFTY_24350_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.743744
NIFTY_24650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.743990
NIFTY_24650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.744408
NIFTY_24600_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.744613
NIFTY_24550_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.744862
NIFTY_24200_PE,0,10.0,50,500.0,2025-11-29 17:06:01.745127
NIFTY_24250_PE,0,10.0,50,500.0,2025-11-29 17:06:01.745549
NIFTY_24250_PE,0,10.0,50,500.0,2025-11-29 17:06:01.745770
NIFTY_24300_PE,0,10.0,50,500.0,2025-11-29 17:06:01.746099
NIFTY_24350_PE,0,10.0,50,500.0,2025-11-29 17:06:01.746485
NIFTY_24650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.746711
NIFTY_24350_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.747267
NIFTY_24650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.747675
NIFTY_24300_PE,0,10.0,50,500.0,2025-11-29 17:06:01.748228
NIFTY_24350_PE,0,10.0,50,500.0,2025-11-29 17:06:01.748860
NIFTY_24350_PE,0,10.0,50,500.0,2025-11-29 17:06:01.749204
NIFTY_24400_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.749379
NIFTY_24450_PE,0,10.0,50,500.0,2025-11-29 17:06:01.749690
NIFTY_24750_CE,0,10.0,50,500.0,2025-11-29 17:06:01.750140
NIFTY_24450_PE,0,10.0,50,500.0,2025-11-29 17:06:01.750525
NIFTY_24500_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.751030
NIFTY_24500_PE,0,10.0,50,500.0,2025-11-29 17:06:01.751453
NIFTY_24850_CE,0,10.0,50,500.0,2025-11-29 17:06:01.751661
NIFTY_24850_CE,0,10.0,50,500.0,2025-11-29 17:06:01.752024
NIFTY_24500_PE,0,10.0,50,500.0,2025-11-29 17:06:01.752247
NIFTY_24500_PE,0,10.0,50,500.0,2025-11-29 17:06:01.752601
NIFTY_24550_PE,0,10.0,50,500.0,2025-11-29 17:06:01.752770
NIFTY_24900_CE,0,10.0,50,500.0,2025-11-29 17:06:01.753150
NIFTY_24600_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.753941
NIFTY_24650_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.754392
NIFTY_24650_PE,0,10.0,50,500.0,2025-11-29 17:06:01.754675
NIFTY_24700_PE,0,10.0,50,500.0,2025-11-29 17:06:01.754933
NIFTY_24700_PE,0,10.0,50,500.0,2025-11-29 17:06:01.755275
NIFTY_24750_PE,0,10.0,50,500.0,2025-11-29 17:06:01.755468
NIFTY_24750_PE,0,10.0,50,500.0,2025-11-29 17:06:01.755972
NIFTY_24800_PE,0,10.0,50,500.0,2025-11-29 17:06:01.756568
NIFTY_24800_PE,0,10.0,50,500.0,2025-11-29 17:06:01.756970
NIFTY_25150_CE,0,10.0,50,500.0,2025-11-29 17:06:01.757424
NIFTY_24800_PE,0,10.0,50,500.0,2025-11-29 17:06:01.757771
NIFTY_25150_CE,0,10.0,50,500.0,2025-11-29 17:06:01.758029
NIFTY_25100_CE,0,10.0,50,500.0,2025-11-29 17:06:01.758235
NIFTY_25100_CE,0,10.0,50,500.0,2025-11-29 17:06:01.758558
NIFTY_24750_PE,0,10.0,50,500.0,2025-11-29 17:06:01.758846
NIFTY_25100_CE,0,10.0,50,500.0,2025-11-29 17:06:01.759046
NIFTY_25050_CE,0,10.0,50,500.0,2025-11-29 17:06:01.759287
NIFTY_25050_CE,0,10.0,50,500.0,2025-11-29 17:06:01.759853
NIFTY_24700_PE,0,10.0,50,500.0,2025-11-29 17:06:01.760352
NIFTY_24750_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.760647
NIFTY_24750_PE,0,10.0,50,500.0,2025-11-29 17:06:01.760979
NIFTY_25100_CE,0,10.0,50,500.0,2025-11-29 17:06:01.761530
NIFTY_25100_CE,0,10.0,50,500.0,2025-11-29 17:06:01.761865
NIFTY_25050_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.762121
NIFTY_25000_CE,0,10.0,50,500.0,2025-11-29 17:06:01.762559
NIFTY_24650_PE,0,10.0,50,500.0,2025-11-29 17:06:01.762825
NIFTY_25000_CE,0,10.0,50,500.0,2025-11-29 17:06:01.763193
NIFTY_24650_PE,0,10.0,50,500.0,2025-11-29 17:06:01.763581
NIFTY_24700_PE,0,10.0,50,500.0,2025-11-29 17:06:01.763877
NIFTY_24700_PE,0,10.0,50,500.0,2025-11-29 17:06:01.764043
NIFTY_24750_PE,0,10.0,50,500.0,2025-11-29 17:06:01.764260
NIFTY_24800_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.764543
NIFTY_24800_PE,0,10.0,50,500.0,2025-11-29 17:06:01.764765
NIFTY_24850_PE,0,10.0,50,500.0,2025-11-29 17:06:01.765247
NIFTY_24850_PE,0,10.0,50,500.0,2025-11-29 17:06:01.765474
NIFTY_25200_CE,0,10.0,50,500.0,2025-11-29 17:06:01.766033
NIFTY_24900_PE,0,10.0,50,500.0,2025-11-29 17:06:01.766263
NIFTY_24900_PE,0,10.0,50,500.0,2025-11-29 17:06:01.766542
NIFTY_24900_PE,0,10.0,50,500.0,2025-11-29 17:06:01.766849
NIFTY_24950_PE,0,10.0,50,500.0,2025-11-29 17:06:01.767394
NIFTY_25300_CE,0,10.0,50,500.0,2025-11-29 17:06:01.767593
NIFTY_25250_CE,0,10.0,50,500.0,2025-11-29 17:06:01.767748
NIFTY_25250_CE,0,10.0,50,500.0,2025-11-29 17:06:01.767948
NIFTY_25200_CE,0,10.0,50,500.0,2025-11-29 17:06:01.768195
NIFTY_25200_CE,0,10.0,50,500.0,2025-11-29 17:06:01.768603
NIFTY_25200_CE,0,10.0,50,500.0,2025-11-29 17:06:01.769490
NIFTY_25200_CE,0,10.0,50,500.0,2025-11-29 17:06:01.769785
NIFTY_24850_PE,0,10.0,50,500.0,2025-11-29 17:06:01.770290
NIFTY_24850_PE,0,10.0,50,500.0,2025-11-29 17:06:01.770640
NIFTY_24900_PE,0,10.0,50,500.0,2025-11-29 17:06:01.770945
NIFTY_24950_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.771166
NIFTY_25250_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.771573
NIFTY_24900_PE,0,10.0,50,500.0,2025-11-29 17:06:01.771855
NIFTY_24950_PE,0,10.0,50,500.0,2025-11-29 17:06:01.772118
NIFTY_24950_PE,0,10.0,50,500.0,2025-11-29 17:06:01.772301
NIFTY_25000_PE,0,10.0,50,500.0,2025-11-29 17:06:01.772655
NIFTY_25350_CE,0,10.0,50,500.0,2025-11-29 17:06:01.773160
NIFTY_25300_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.773349
NIFTY_25250_CE,0,10.0,50,500.0,2025-11-29 17:06:01.773546
NIFTY_24900_PE,0,10.0,50,500.0,2025-11-29 17:06:01.773840
NIFTY_24950_PE,0,10.0,50,500.0,2025-11-29 17:06:01.774024
NIFTY_24950_PE,0,10.0,50,500.0,2025-11-29 17:06:01.774536
NIFTY_25000_PE,0,10.0,50,500.0,2025-11-29 17:06:01.774737
NIFTY_25000_PE,0,10.0,50,500.0,2025-11-29 17:06:01.774941
NIFTY_25050_PE,0,10.0,50,500.0,2025-11-29 17:06:01.775198
NIFTY_25400_CE,0,10.0,50,500.0,2025-11-29 17:06:01.775616
NIFTY_25350_CE,0,10.0,50,500.0,2025-11-29 17:06:01.776179
NIFTY_25300_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.776472
NIFTY_25000_PE,0,10.0,50,500.0,2025-11-29 17:06:01.776711
NIFTY_25000_PE,0,10.0,50,500.0,2025-11-29 17:06:01.776949
NIFTY_25050_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.777342
NIFTY_25350_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.777517
NIFTY_25350_CE,0,10.0,50,500.0,2025-11-29 17:06:01.777868
NIFTY_25050_PE,0,10.0,50,500.0,2025-11-29 17:06:01.778289
NIFTY_25050_PE,0,10.0,50,500.0,2025-11-29 17:06:01.778655
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.778942
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.779317
NIFTY_25150_PE,0,10.0,50,500.0,2025-11-29 17:06:01.779567
NIFTY_25150_PE,0,10.0,50,500.0,2025-11-29 17:06:01.779740
NIFTY_25500_CE,0,10.0,50,500.0,2025-11-29 17:06:01.780099
NIFTY_25450_CE,0,10.0,50,500.0,2025-11-29 17:06:01.780291
NIFTY_25450_CE,0,10.0,50,500.0,2025-11-29 17:06:01.780491
NIFTY_25400_CE,0,10.0,50,500.0,2025-11-29 17:06:01.780875
NIFTY_25050_PE,0,10.0,50,500.0,2025-11-29 17:06:01.781222
NIFTY_25400_CE,0,10.0,50,500.0,2025-11-29 17:06:01.781605
NIFTY_25050_PE,0,10.0,50,500.0,2025-11-29 17:06:01.782068
NIFTY_25100_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.782496
NIFTY_25450_CE,0,10.0,50,500.0,2025-11-29 17:06:01.782717
NIFTY_25400_CE,0,10.0,50,500.0,2025-11-29 17:06:01.782930
NIFTY_25350_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.783155
NIFTY_25050_PE,0,10.0,50,500.0,2025-11-29 17:06:01.783389
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.783799
NIFTY_25400_CE,0,10.0,50,500.0,2025-11-29 17:06:01.784252
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.784631
NIFTY_25150_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.784834
NIFTY_25450_CE,0,10.0,50,500.0,2025-11-29 17:06:01.785046
NIFTY_25450_CE,0,10.0,50,500.0,2025-11-29 17:06:01.785584
NIFTY_25400_CE,0,10.0,50,500.0,2025-11-29 17:06:01.785765
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.786234
NIFTY_25100_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.786533
NIFTY_25150_PE,0,10.0,50,500.0,2025-11-29 17:06:01.787110
NIFTY_25500_CE,0,10.0,50,500.0,2025-11-29 17:06:01.787348
NIFTY_25450_CE,0,10.0,50,500.0,2025-11-29 17:06:01.787657
NIFTY_25450_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.787924
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.788407
NIFTY_25400_CE,0,10.0,50,500.0,2025-11-29 17:06:01.788890
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.789296
NIFTY_25100_PE,0,10.0,50,500.0,2025-11-29 17:06:01.789533
NIFTY_25150_PE,0,10.0,50,500.0,2025-11-29 17:06:01.789756
NIFTY_25150_PE,0,10.0,50,500.0,2025-11-29 17:06:01.789969
NIFTY_25200_PE,0,10.0,50,500.0,2025-11-29 17:06:01.790211
NIFTY_25200_PE,0,10.0,50,500.0,2025-11-29 17:06:01.790668
NIFTY_25550_CE,0,10.0,50,500.0,2025-11-29 17:06:01.791004
NIFTY_25200_PE,0,10.0,50,500.0,2025-11-29 17:06:01.791477
NIFTY_25250_PE,0,10.0,50,500.0,2025-11-29 17:06:01.791783
NIFTY_25250_PE,0,10.0,50,500.0,2025-11-29 17:06:01.792428
NIFTY_25300_PE,0,10.0,50,500.0,2025-11-29 17:06:01.792649
NIFTY_25300_PE,0,10.0,50,500.0,2025-11-29 17:06:01.792997
NIFTY_25300_PE,0,10.0,50,500.0,2025-11-29 17:06:01.793290
NIFTY_25650_CE,0,10.0,50,500.0,2025-11-29 17:06:01.793567
NIFTY_25300_PE,0,10.0,50,500.0,2025-11-29 17:06:01.794149
NIFTY_25350_PE,0,10.0,50,500.0,2025-11-29 17:06:01.794438
NIFTY_25350_PE,0,10.0,50,500.0,2025-11-29 17:06:01.794968
NIFTY_25400_PE,0,10.0,50,500.0,2025-11-29 17:06:01.795165
NIFTY_25400_PE,0,10.0,50,500.0,2025-11-29 17:06:01.795330
NIFTY_25450_PE,0,10.0,50,500.0,2025-11-29 17:06:01.795659
NIFTY_25750_CE,0,10.0,50,500.0,2025-11-29 17:06:01.795851
NIFTY_25400_PE,0,10.0,50,500.0,2025-11-29 17:06:01.796201
NIFTY_25450_PE,0,10.0,50,500.0,2025-11-29 17:06:01.797297
NIFTY_25500_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.797485
NIFTY_25550_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.797705
NIFTY_25600_PE,0,10.0,50,500.0,2025-11-29 17:06:01.797908
NIFTY_25600_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.798437
NIFTY_25950_CE,0,10.0,50,500.0,2025-11-29 17:06:01.798760
NIFTY_25600_PE,0,10.0,50,500.0,2025-11-29 17:06:01.799124
NIFTY_25650_PE,0,10.0,50,500.0,2025-11-29 17:06:01.799324
NIFTY_25650_PE,0,10.0,50,500.0,2025-11-29 17:06:01.799523
NIFTY_25700_PE,0,10.0,50,500.0,2025-11-29 17:06:01.799829
NIFTY_26000_CE,0,10.0,50,500.0,2025-11-29 17:06:01.800264
NIFTY_25950_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.800545
NIFTY_25650_PE,0,10.0,50,500.0,2025-11-29 17:06:01.800815
NIFTY_25650_PE,0,10.0,50,500.0,2025-11-29 17:06:01.801174
NIFTY_25700_PE,0,10.0,50,500.0,2025-11-29 17:06:01.801384
NIFTY_26000_CE,0,10.0,50,500.0,2025-11-29 17:06:01.801630
NIFTY_26000_CE,0,10.0,50,500.0,2025-11-29 17:06:01.802452
NIFTY_25950_CE,0,10.0,50,500.0,2025-11-29 17:06:01.802684
NIFTY_25900_CE,0,10.0,50,500.0,2025-11-29 17:06:01.802962
NIFTY_25900_CE,0,10.0,50,500.0,2025-11-29 17:06:01.803401
NIFTY_25900_CE,0,10.0,50,500.0,2025-11-29 17:06:01.803763
NIFTY_25850_CE,0,10.0,100,1000.0,2025-11-29 17:06:01.803930
NIFTY_25850_CE,0,10.0,50,500.0,2025-11-29 17:06:01.804109
NIFTY_25500_PE,0,10.0,50,500.0,2025-11-29 17:06:01.804289
NIFTY_25800_CE,0,10.0,50,500.0,2025-11-29 17:06:01.804448
NIFTY_25800_CE,0,10.0,50,500.0,2025-11-29 17:06:01.804918
NIFTY_25750_CE,0,10.0,50,500.0,2025-11-29 17:06:01.805340
NIFTY_25450_PE,0,10.0,50,500.0,2025-11-29 17:06:01.805627
NIFTY_25800_CE,0,10.0,50,500.0,2025-11-29 17:06:01.806049
NIFTY_25450_PE,0,10.0,50,500.0,2025-11-29 17:06:01.806285
NIFTY_25500_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.806565
NIFTY_25850_CE,0,10.0,50,500.0,2025-11-29 17:06:01.806761
NIFTY_25450_PE,0,10.0,50,500.0,2025-11-29 17:06:01.807312
NIFTY_25500_PE,0,10.0,50,500.0,2025-11-29 17:06:01.807665
NIFTY_25550_PE,0,10.0,100,1000.0,2025-11-29 17:06:01.807854
NIFTY_25550_PE,0,10.0,50,500.0,2025-11-29 17:06:01.808297
NIFTY_25900_CE,0,10.0,50,500.0,2025-11-29 17:06:01.808785
NIFTY_25550_PE,0,10.0,50,500.0,2025-11-29 17:06:01.809234
NIFTY_25600_PE,0,10.0,50,500.0,2025-11-29 17:06:01.809465
NIFTY_25600_PE,0,10.0,50,500.0,2025-11-29 17:06:01.809830
